userID,itemID,review,rating,user_num,item_num
BpHXBkzuy5zw07kASPwf4L,nCCO-lc2V_9Jz7KBW6ySM0,"The shabu shabu ingredients were fresh and it was good, but this is a good pork cutlet restaurant... The pork cutlet is thick, crispy, and delicious. It's actually better than most pork cutlet restaurants. You have to come here to eat the pork cutlet. Haha.",3.9,16,1
appP_Baxq4KOOQXc2g148A,nCCO-lc2V_9Jz7KBW6ySM0,"I'm so full that I'm skipping the rest... You know what it is, right?",3.9,17,1
CSMEsHu6hbWclcRwy0rY5F,nCCO-lc2V_9Jz7KBW6ySM0,I ate the buffet and shabu-shabu. It's been a while since I went and had a delicious meal.,3.9,18,1
HER-dccxEyhN8ELmRB-bgo,nCCO-lc2V_9Jz7KBW6ySM0,I ate well,3.9,19,1
HeBFyt6tKHSIw0XUtTg0ry,5S5mwIB60gfzv6436JtVq_,It's delicious ( ɞ̴̶̷ ༥ ʚ̴̶̷ ) It tastes like spicy stew from a raw fish restaurant. There's a lot of tripe. There's so much of it that I'm sad I left it all.,3.5,20,2
7ApZ79ZgQpCPOaO-he7rpS,5S5mwIB60gfzv6436JtVq_,"Two people ordered the tripe hotpot Sojja, and there was a lot of tripe in it. The tripe was delicious as it was soft and not smelly. And the tripe soup was clean and refreshing, so I liked it. Even though I went a little after dinner time, it was full of people, and other than the tripe hotpot, it was full. A lot of people were eating chicken doritang. Next time I come, I want to try chicken doritang too",3.5,21,2
xJZhZLXp3IYnr1anWYT-_q,5S5mwIB60gfzv6436JtVq_,"Gopchang hotpot is spicy and spicy, perfect for a cold day.",3.5,22,2
hcBfH8-d_x2h234ICzAUYS,5S5mwIB60gfzv6436JtVq_,"Really, everyone in Daejeon except me is a Dr. Tsk Tsk... I visited this place with an acquaintance around 8 o'clock... It was full, so we had to wait. Even though it closed at 9 o'clock, everyone was so enthusiastic... In fact, we arrived at 7 o'clock. It's half full, but parking is full, so you have to park on the side of the road and wait for 10-20 minutes haha. The fewer people there are, the faster the order is served. Hot food + everyone is drinking alcohol. Because of the atmosphere, it doesn't move around as quickly as a raw fish restaurant. Nevertheless, as the saying goes, it's so cold that you'll die, but you endure it and enter, and it's really noisy and loud. Conversation is honestly impossible... You don't feel like it's noisy when you're drinking. Spicy soup.. It's served with a lot of bean sprouts. It is possible to arrive at Mureungdowon. Finishing fried rice... If you don't eat it, you'll think of it at dawn.",3.5,23,2
Go7Uq0BGlEr4SHtceMi3zH,5S5mwIB60gfzv6436JtVq_,"A man and a woman came, and there was only a large size of chicken stew, so we ordered medium size. But they gave us a medium size giblet stew instead of a large size of giblet stew, and they mistakenly gave us a medium size size of giblet stew, so they took our order by mistake and blamed us for ordering incorrectly? They strictly ordered the smallest size of Daldoritang, and we couldn't even eat tripe, but they insisted that we ordered tripe. Then, it took more than 30 minutes for the chicken tripe soup to come out, so they told us to just eat it. When we said we couldn't eat tripe, they asked if we wouldn't eat it, and what they took was sold back? The owner has a chewy expression on his face and doesn't respond. He just stares and frowns. It's like the owner is full and doesn't see anything. There was a rumor that he didn't have any, but he still doesn't have any. I drank alcohol, so I paid for it. Do business like that for the rest of your life. And the store's hygiene is not good. Pay attention... come out and see the wheel spring",3.5,24,2
4sp35XnVkcWKqemWpklwP5,5S5mwIB60gfzv6436JtVq_,A tripe hotpot restaurant that I stumbled upon by chance.,3.5,25,2
ue361YhP6GC078PpPxPCt-,5S5mwIB60gfzv6436JtVq_,"I took my younger siblings from Cheongju for an open run. As expected, it was clean and delicious, so we ate it all. Next time, I'll try the chicken doritang.",3.5,26,2
zGLIKh0LaUFSVmffWF8CqL,5S5mwIB60gfzv6436JtVq_,"I heard that I had to make a reservation for the chicken stir-fry soup, so I made a reservation and visited. Since it is a native chicken, there may be likes and dislikes, but the seasoning was very delicious.",3.5,27,2
Uo6kFhS-JgqfpgOn_yzUal,OGwrcmxtp2AC-celYQeyhA,"I guess it's stone ribs because it's meat served on a stone. It was delicious eaten on its own or wrapped in ssam. I also like grilled onions and whole garlic, so it was nice to be able to eat them together. The soybean paste stew was also good. I liked the muk seasoned seasoning among the side dishes, so I was looking forward to it, but the taste was just that. It was very extensive. yo. this",2.6,28,3
cRJj4die9qiqEErfsJjOII,OGwrcmxtp2AC-celYQeyhA,It was delicious. I liked that the stone ribs were grilled so I could eat them comfortably. I could see them being grilled from the kitchen haha. They gave a lot of ssam vegetables and it was delicious.,2.6,29,3
_rWukpnyk3WyVTfP8gIKMf,OGwrcmxtp2AC-celYQeyhA,"It's an old stone rib restaurant in Yuseong. When I want to eat ribs but don't want to grill them myself... I visited after a long time because I wanted to eat stone ribs that are deliciously grilled and served sizzling warm on a stone plate. It's a good place for a family meal or a gathering place. Not just one person... but everyone... I felt it the last time I visited, and this time too... it wasn't just me... everyone in my group felt it too. With the same thoughts, we each said a word... It was a little... sad. The thick part of the stone ribs was dry, but... I enjoyed it with a delicious side dish + soybean paste stew + rice.",2.6,30,3
7QY9hj59daIdv2o0sY0pq1,OGwrcmxtp2AC-celYQeyhA,"It's a favorite restaurant for my foreign friends in Australia, so I visit it every year when I come to Korea. I enjoyed it very much.",2.6,31,3
vWvshmlRR57pdRaYh1N4Sh,OGwrcmxtp2AC-celYQeyhA,"It's been a while since I had Tiulseok Galbi. It's my husband's favorite restaurant for a long time, so I visited again and it was delicious. I think the pork tastes better haha.",2.6,32,3
Fy8xvhi14W_AbiNrWeakzj,OGwrcmxtp2AC-celYQeyhA,"I ordered pork ribs for two, bibim naengmyeon, and soybean paste stew, and they were all delicious. The meat was soft, and there were a variety of side dishes, including seasoned crab paste and octopus salad, which was nice.",2.6,33,3
-LcttNX5ry2_1jYWzRGC_S,OGwrcmxtp2AC-celYQeyhA,"The store is very spacious, so it's great for group gatherings. But it's so noisy. The stone ribs are very delicious, but you have to take into account that there is no ventilation. There is also adequate parking space on the first floor.",2.6,34,3
UFjNs4AHmZmQrE4omQBHuR,OGwrcmxtp2AC-celYQeyhA,"This is for 4 people. 3 people went and ordered 4 people, but the amount of meat got smaller day by day. The meat came out before the side dishes. When the price goes up, there should be more, but I don't know anything other than the price going up and the amount getting less here. Dongchimi is vinegar. I wonder if it's soup or this is Dongchimi. It's so bad that I wonder if Naengmyeon is not cold noodles but just warm noodles. Isn't naengmyeon supposed to be cold, cold? Boil the noodles and then wash them with cold water. You are doing it right? Just go somewhere else and eat something more delicious with the money you spend here. It's a waste of money.",2.6,35,3
TIMGmegp6XW8gVmQaNmTUV,OGwrcmxtp2AC-celYQeyhA,"I want to eat meat, but it's too hot to grill it. It's perfect for these days when it's too hot to grill the stone ribs. I enjoyed it when I went there with my parents when I was young, so I went back to remember that. It's even better because it comes with a side dish and I can have a healthy meal. I couldn't eat more because I was full, but I also ordered the cold noodles and the meat. I think it would be delicious if I eat it with friends.",2.6,36,3
oghlN6HjhCX0Ej9XBweFEu,OGwrcmxtp2AC-celYQeyhA,I like that the stone ribs are delicious and the space is spacious.,2.6,37,3
9fjhHd9O4TjVaC2xc1oAjT,VEzMx6wW7p2UoNCdnQ7ZsV,"I went to this place because I was satisfied with other branches, but the staff was so unfriendly that I have no intention of visiting again... The eel isn't bad, so it's normal for a visit with friends, but not recommended for a family gathering... 1. The staff ordered however they wanted. They said there were 3 adults and they checked off the 1st half plate without even asking. When I asked why they did that without asking, they marked it as 3 adults. (We ordered 2 plates.) 2. Unfriendly staff 5 including the order and the staff who cooked it for us. I met several people, but one person was average and all four were unfriendly. There were a total of 5 people and we had 3 water cups, so I asked for 2 more and they brought it to me like it was annoying. When ordering, I ordered 2 plates from the short-haired employee and asked him to bake them separately because I didn't want them to get cold, but someone else cooked them and I didn't hear it. And he was very displeased. Other than that, it's disappointing compared to the places I used before.",4.1,38,4
ao_VOQ52GKCFlNn5gL5xiS,VEzMx6wW7p2UoNCdnQ7ZsV,"I understand why Baekma River is recommended as a restaurant for grilled eel. Perhaps because it was the end of the year, it wasn't really crowded. Grilled eel. I enjoyed the eel stew so much. The ladies who cooked the food were so kind that it was even more delicious and comfortable.",4.1,39,4
XlTE5daZyW8jRv10W4-Cis,VEzMx6wW7p2UoNCdnQ7ZsV,"In the past, the foreign staff were friendly, but the attitude of the Korean lady who cooked the food was so unpleasant that it made me feel uncomfortable throughout the meal. I go to this place often because it tastes good, but I don't think I would visit if the staff continued to have this attitude. I'm not the only one who feels this way, I think the same thing. I think there may be some customers who do it.. .",4.1,40,4
B9EuL1FOCjh37Wv6Wx4a38,VEzMx6wW7p2UoNCdnQ7ZsV,The eels are big and delicious. This is a place for family gatherings twice a year.,4.1,41,4
pu6Ul4KryBjDgeY8xSHXzt,VEzMx6wW7p2UoNCdnQ7ZsV,It's thick and delicious. Please bake it yourself.,4.1,42,4
XeVxTsVw8q5oxSo3awzFR5,VEzMx6wW7p2UoNCdnQ7ZsV,It's delicious. The quality of the eel is good.,4.1,43,4
Krv_HERboJZA_MLwX4lhYI,VEzMx6wW7p2UoNCdnQ7ZsV,"In the summer, eel is the best and I eat it deliciously and take good care of myself.",4.1,44,4
N8VjwkxOIv4qgwHfOH92Cu,VEzMx6wW7p2UoNCdnQ7ZsV,The eel is well cooked and delicious.,4.1,45,4
AyaT8G0VNrn91n6w7ygEw3,VEzMx6wW7p2UoNCdnQ7ZsV,"I ate two and a half plates in room 77 on the 3rd floor, but the last half was overcooked and tasteless, and the charcoal was not removed when I finished eating, so I was disappointed in the taste.",4.1,46,4
ZztD2_JJzAtaeSUEiwdUV4,VEzMx6wW7p2UoNCdnQ7ZsV,"It's been a while since I last visited Baekma River Freshwater Eel, and it was delicious for the first time in a while. It was so nice because the staff cooked it all for me.",4.1,47,4
os_OWh04PrnUB03BgSpGMn,SCWlLFzUQmztn6Q4C_gAG-,"<Arcade Coffee> ▫️Business hours: 12:00-23:00 Order menu: Americano, mango melange, strawberry cake One-line review: Arcade located on the 2nd floor with outdoor seating, cool summer and fall, great for conversation while enjoying the outdoor seating, and strawberry cake The combination of fresh strawberries and cool, clean-tasting cream is delicious.",3.0,48,6
EQhv-fRmPmyAojqofp4ggI,SCWlLFzUQmztn6Q4C_gAG-,"After eating nearby, I did a quick search and found chestnut tiramisu, so I stopped by. The store felt a bit cold, so it wasn't my taste, but the tiramisu and latte were delicious. The amount of butterscotch latte is very, very small.",3.0,49,6
UrfuaWnZLu2BX-MRBACRAx,SCWlLFzUQmztn6Q4C_gAG-,"The tiramisu and coffee were so delicious that I forgot to take a picture. Instead, I attached the tree on the table because it was so cute and had a nice atmosphere. Needless to say, the taste is the best of any cafe I've been to, and the coffee and food came out quickly, so I was very satisfied with the service. This cafe is already doing well, but I hope it will do even better. I'm eating well.",3.0,50,6
5Pp99ITpffOWW-837pu7QI,SCWlLFzUQmztn6Q4C_gAG-,"I didn't take a picture of the drink, but... haha, the view outside was really nice, the store was spacious and clean, and the drinks were all delicious. I think I'll go there often since it's near my friend's house.",3.0,51,6
bFpDMyUsmtvy-Ygsss4B7Q,SCWlLFzUQmztn6Q4C_gAG-,"In the past, both the 1st and 2nd floors were cafes, but now only the 2nd floor is available. The tomato basil ade was unique and fresh, the latte didn't really taste like coffee, and the art was disappointing.",3.0,52,6
AzuKDglVxTR5JzqpyWV9pR,SCWlLFzUQmztn6Q4C_gAG-,Both the coffee and cake are delicious.,3.0,53,6
0Ww1wp1Msoz82y_1YK2Gv5,SCWlLFzUQmztn6Q4C_gAG-,It's pretty and delicious,3.0,54,6
Okm9tJjiGa9zC2O435gHep,SCWlLFzUQmztn6Q4C_gAG-,"I had tiramisu, which is popular these days, and it was delicious. The coffee was delicious and the cafe atmosphere was great.",3.0,55,6
m08Aa94FEUKMu9KmAlgHXY,SCWlLFzUQmztn6Q4C_gAG-,The Earl Gray Cream Latte cup is really small. The taste is not that great and I have no intention of coming back.,3.0,56,6
PrOjg2AUAEqvIVtSTbRQzn,c88vpvMjs3Fd5JIjS0i0Qy,"Even though the business hours were long and I visited late in the day, there was a variety of bread left, so it was convenient. I was satisfied with both the taste and appearance of all the breads I purchased, and the dacquoise in particular was so pretty that I think it would be great to give as a gift.",3.3,57,7
DuKdpwHSgI9E6i8umFpiyZ,c88vpvMjs3Fd5JIjS0i0Qy,"This is one of the top bakery restaurants in Daejeon. Even though it's close to my house, I came here for the first time. The bread and coffee are both delicious. The price is a bit high, but it's okay. I recommend the bread.",3.3,58,7
EsLvFO_AJf9JZ5384CfyMU,c88vpvMjs3Fd5JIjS0i0Qy,"Because it was the weekend, there were a lot of people, so it wasn't suitable for conversation... but it was delicious.",3.3,59,7
gCDSUG79MT1W8udd9Bg7ps,c88vpvMjs3Fd5JIjS0i0Qy,The coffee and dessert I ordered were all delicious. The table was shaking so I moved and it shook again so I ended up dribbling my coffee.,3.3,60,7
brRGCxzElZ5_1sXm6qsFXE,c88vpvMjs3Fd5JIjS0i0Qy," Isn't the cake world pretty? ㅠㅠ As soon as I saw it, I was impressed by the visuals. As befits the name Peach Plenty Cake, there are a lot of peaches in it. However, it doesn't feel like there's just fruit and cream, but it goes well with the bread in the right proportion. As expected, the cake is Le Pain. This is it.",3.3,61,7
65fH_kWublWeohR3EUVDVz,c88vpvMjs3Fd5JIjS0i0Qy,"There are a lot of pretty desserts in the store, so it's good for eye candy. The bread is also delicious. I went to the coffee with my child, and we were able to have a good time.",3.3,62,7
Js-EyFm71eaoPUvVdpK7Gs,c88vpvMjs3Fd5JIjS0i0Qy,Totogan Totoganjib . Yuseong bread restaurant Pain au chocolate is delicious Jambongshi I'll try it today,3.3,63,7
Tld6OlewhK8d0gg_fMwPh5,c88vpvMjs3Fd5JIjS0i0Qy,It is located at the entrance to the cafe street in the food alley of Bongmyeong-dong. This is a place I sometimes go to when I want coffee and bread. There are a lot of customers,3.3,64,7
K7tvRy8hjgP_v79P-L0j4z,c88vpvMjs3Fd5JIjS0i0Qy,"I thought it was a sandwich restaurant, but it turned out to be a bread restaurant.",3.3,65,7
8BHNm12-cwVBYe-6GscCpA,c88vpvMjs3Fd5JIjS0i0Qy," What can I say, it’s just the best",3.3,66,7
-lEhoI1FsjAvbRJspRANih,FJH6x8jWEQ9Oezd9pgDLo-,"We arrived at 5:45 and took the last seat. As soon as we arrived, there was a wait. Before the meal, clam fish cake stew was served and it was delicious. The meat was light and delicious, and it was delicious no matter what sauce you dipped it in. The odolbone was spicy and the seasoned deodeok served as a side dish was grilled. It was so, so, so delicious, so I added it. The extra is 1,000 won. 1,000 won is really good value for money. I grilled deodeok and had a good drink. The ramen was also delicious. Very good, good, good choice restaurant.",4.2,67,8
lZnMm5B2BZ2lMwSZV7-tS4,FJH6x8jWEQ9Oezd9pgDLo-,"This is a briquette grill restaurant that I visited in Bongmyeong-dong, Daejeon. This is the first branch in Bongmyeong-dong, and there are branches only in Daejeon. At each table, you can try menu items such as pork knuckle, grilled knuckles, orchid bones, pork skin, and chicken feet grilled over a briquette fire. Due to the nature of the menu, there were many customers even at night. The kkodeulsal was sold out when I visited at night, so I just tried grilled rice balls and a bottle of soju. The meat is first grilled and served over a charcoal fire on a cast iron grill at each table, with detailed instructions on how to eat it. When I grilled the old paper again and ate it with a piece of well-grilled meat and topped with wasabi, it had a moist and chewy texture with a subtle scent of briquette fire. since 2019",4.2,68,8
gA1B4PqFxoCul37zznTeTJ,FJH6x8jWEQ9Oezd9pgDLo-,"As a food reviewer who has written more than 2,000 reviews... Oh, I tried this place when I traveled before, but the wait was so long that I couldn't eat it and went back... ㅠ This time, I had the chance, so I went again and was able to get in without waiting. It was a recommended menu, so I tried both, but personally, the Odolbone was more delicious, and the Coddle Meat was slightly greasy...? Maybe it's because it's a bit greasy, but it goes well with the kema salad served as a service. Regardless of whether it's the pork belly or the bone, both taste completely intoxicating. I think I understand why the wait is so bad. Good.",4.2,69,8
LoRulAZ2Ugg58ZfsFH5INV,FJH6x8jWEQ9Oezd9pgDLo-,"I found out that there is less waiting time when I come to the open run restaurant. This time, I ordered soybean paste rice and it was very stimulating.",4.2,70,8
uDo9kSvaU4nQw0m_al-ZPI,FJH6x8jWEQ9Oezd9pgDLo-,"As I wrote on my blog in 2023, this is my regular restaurant that I have been to dozens of times. I have never visited other branches and always went to the main branch. In conclusion, I don't think I will be able to visit anymore. This is my first time writing a receipt review. I am a hillbilly employee. Today is the first time I felt that the person was unfriendly. I have never felt this way before. Is it because there are more branches, or is it because they are part-time workers instead of the bosses that were there before? I'm disappointed.",4.2,71,8
dktq8kA_7ZP6vZsVBhSy0S,FJH6x8jWEQ9Oezd9pgDLo-,"He was very kind and sensible, and even the meat was delicious, so I ate twice as much as I usually ate. On this day, I went for an open run to avoid waiting, and went in right away, but the drink was lukewarm, so they served me alcohol in an ice bucket. Thanks to that, I didn't order more alcohol with the meat. The meat is very crunchy, has a good texture and is very juicy. The seasoned deodeok is grilled on the grill, and it is really salty and goes well with the meat. The spicy odolbone has a fiery flavor like chicken feet, but it is quite good. It's spicy. Highly recommended if you like spicy food.",4.2,72,8
cvnmDED484WBj0QjaRLOHa,FJH6x8jWEQ9Oezd9pgDLo-,"This is a place that lovers of fried rice will be delighted haha. This is the place for Amuttta fried rice, no matter what.",4.2,73,8
83gAKmqhQHQuBAn9fiIUL1,FJH6x8jWEQ9Oezd9pgDLo-,"I stopped by this restaurant when I was traveling to Daejeon. The staff was very friendly and the pork belly was absolutely delicious. The circulation was faster than I expected, so there was a wait, but I got in quickly. I want to eat there again.",4.2,74,8
I7v5BZsurRaFFOXupSIq1G,FJH6x8jWEQ9Oezd9pgDLo-,"Pui. This time, I ordered chicken feet. JMT, including the pork skin and chicken feet.The staff was so friendly that I would go again even if there was a wait.",4.2,75,8
yIIvFyO56-gFrxjNO3CbBh,FJH6x8jWEQ9Oezd9pgDLo-,Reservation required. This is a restaurant with waiting tables. It is a restaurant serving kkodeul-sal (less-salted pork belly) skin.,4.2,76,8
MKTLhbfzUs3HDrklFw4ykV,njW-F-FadOJau7-RDYEkTD,I visited for a company dinner. The king crab yield was so good. 4 people ate 4 kg and I thought my stomach was going to explode. (Even though I ate it without alcohol.) Hahaha. The crab fried rice was also delicious. I want to come again for a dinner party.,4.2,77,9
fpYCi3_d9OG7Z407F97AMe,njW-F-FadOJau7-RDYEkTD,"My husband and I have the chance to eat snow crab when we come to Daejeon :) I guess it's because there are a lot of snow crab restaurants even though it's not on the beach. From pre-meal porridge and salad to raw flatfish, tomato jellyfish, stir-fried seafood, fried sweet pumpkin, fried fish, seasoned with vinegar, stew, etc., the taste of sukidashi. It was cooked :) It was full of sweet crab meat and the fried rice was so tasty that I almost burst my stomach",4.2,78,9
OtoHy9hyWEyX4a4b6I89NT,njW-F-FadOJau7-RDYEkTD,"It was awesome. I really enjoyed it. Not only the king crab but also the other side dishes were not tasty at all and were clean, neat, and really delicious. It's so nice to have a good meal out after a long time. In particular, the friendliness of the staff here is no joke. It was much friendlier than many of the omakase or reservation-only restaurants I've been to. Thank you so much. It's unfortunate that I couldn't leave a tip for the service I received because I was taking care of my child.",4.2,79,9
BY4Y72T6MV-FiwjmeLB6hz,njW-F-FadOJau7-RDYEkTD,"We had king crab and snow crab for a gathering with friends. The basic side dishes were clean and we made a reservation, so we entered right away without waiting. We received free fried rice using a Naver coupon and enjoyed it. We didn't use our own car, but parking is available in front of the store.",4.2,80,9
NUwePvQUCXtnupJOa65coP,njW-F-FadOJau7-RDYEkTD,I went to see my nephew and ate king crab. It was delicious because it was prepared well.,4.2,81,9
PW6gIUWmziGPRDeOqNsEKV,njW-F-FadOJau7-RDYEkTD,It was delicious and the raw fish was fresh and very good.,4.2,82,9
AKjvx96qMDJzEjYENITE2M,njW-F-FadOJau7-RDYEkTD,I had a delicious meal and was full. I will use it again next time.,4.2,83,9
IMBJH9jGUD0A8YkPF0D2KW,njW-F-FadOJau7-RDYEkTD,"I was thinking about snow crab, so I went for a set lunch. There were various side dishes such as raw fish, salmon, stir-fried seafood, pickled tomatoes, etc., meaty snow crab, fried rice, and soup. It was really filling. The food came out so quickly that you can go without a reservation.",4.2,84,9
ELIcW3Z41UpvXwtfjaGLN3,njW-F-FadOJau7-RDYEkTD,I enjoyed the snow crab course.,4.2,85,9
UcO6GYTkqIgNTP3aBmCPN2,njW-F-FadOJau7-RDYEkTD,"It's delicious, I want to eat it every day",4.2,86,9
EUhaYmEXDUyMX3DA8RtsT_,_i2zLpPDuv5V07NKdbaYHl,"✌︎ Spicy Galbijjim 5 people 80,0 I ordered for 5 people, but they gave me two plates for 2 or 3 people. The ribs are back ribs, and the meat was well seasoned, so it was really good. The seasoning soaked into the meat well, so the meat itself was delicious. The bean sprouts, kimchi underneath, and rice cake were well seasoned and had a crunchy yet chewy texture. It was so good. I ordered spicy, but contrary to my worries, it was okay to eat. The store was small and hot, so I sweated a lot, but it wasn't spicy enough to make my mouth tingle, and the sweet and spicy flavor was attractive. Before the braised ribs, dongchimitguk and iron plate soft-boiled fries were served. Spicy food was great. It's a mouth-soothing combination, and it's great. What's disappointing is that the store is too narrow and hot. My friend said he was going to panic.",3.6,87,10
VchpSO_3CEfA-WlEaCCph9,_i2zLpPDuv5V07NKdbaYHl,There was a 35-minute wait on a weekday evening. There was no wait after 9 p.m. The meat was tender and the portions were plentiful. I recommend it to anyone who likes the feel of an old restaurant.,3.6,88,10
fWLt0AviE9gob71bGxA0Zo,_i2zLpPDuv5V07NKdbaYHl,"It's a restaurant where you really have to wait in line to eat. It's a good restaurant to try at least once. The fact that it only has a single menu gives me confidence, and I finish it off with fried rice.",3.6,89,10
5SAMTp0vdDIOAkAVvcz4zz,_i2zLpPDuv5V07NKdbaYHl,"Compared to the waiting, it was mediocre to be honest. But the eggs that come on the side are crazy delicious. Great place to have a glass of soju",3.6,90,10
oqvRuFdSCmKgt7_DTFsh56,_i2zLpPDuv5V07NKdbaYHl,"Cheolsu's ㄹㅇ It's delicious, so I eat it often, but every time I eat it, I feel like the portion is small, but today I packed it and ate it at home for the first time,,haha. Is this 4 bones per serving? ,,,hahaha 4 spines, which are one bite if you collect them on a spoon for 16,000 won. 8 pieces for 2 people",3.6,91,10
qoT2cIzRPqXYkv3zBXxfk8,_i2zLpPDuv5V07NKdbaYHl,"I came to Daejeon and went there because it was a very famous place. I had to wait a really long time, but it was delicious. You don't have a separate reservation, so you have to apply to wait. I recommend applying right away when you arrive. The least spicy taste was a bit like braised back rib kimchi haha. It's a taste that I keep reaching for and remembering. At the end, the cheese fried rice went well with the seasoning and was very delicious.",3.6,92,10
HOge51KHbv87yrUVtg0yaC,_i2zLpPDuv5V07NKdbaYHl,It's a taste that makes you feel like the pores all over your body are open and the cells in your body that can feel the sensations are alive.,3.6,93,10
